ID;Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód no fornecedor;Fornecedor;Localização;Estoque maximo;Estoque minimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da embalagem;Largura do Produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Itens p/ caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código da lista de serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de medida;Preço de compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais;URL_Banner_Carrossel
16478990225;"BCL-17	";Braceletes em Semijoia - BCL-17;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-17";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549921486_bbc8cc8e21_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990238;"BCL-18	";Braceletes em Semijoia - BCL-18;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-18";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550260980_bf1b239fbd_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990242;"BCL-19	";Braceletes em Semijoia - BCL-19;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-19";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550101799_e5830eb503_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990249;"BCL-20	";Braceletes em Semijoia - BCL-20;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-20";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550154753_a924c71e5d_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990256;"BCL-21	";Braceletes em Semijoia - BCL-21;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-21";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550154918_0f8157c2a5_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990259;"BCL-22	";Braceletes em Semijoia - BCL-22;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-22";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549043237_cfa5fb835c_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990263;"BCL-23	";Braceletes em Semijoia - BCL-23;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-23";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550261570_a6b6b8d3d3_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990265;"BCL-24	";Braceletes em Semijoia - BCL-24;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-24";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550102414_0e736fc8ee_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990271;"BCL-25	";Braceletes em Semijoia - BCL-25;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-25";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549922536_7a2ed45530_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990275;"BCL-26	";Braceletes em Semijoia - BCL-26;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-26";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550102584_5613956af4_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478990282;"BCL-27	";Braceletes em Semijoia - BCL-27;UN;71171900;0;30;0;;Ativo;50;15;"	BCL-27";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Braceletes – Semijoia Folheada a Ouro 24k  ; Braceletes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Pulseiras|Marca:Jú Folheados;12;;0;Pulseiras;Jú Folheados;2805800;1;Braceletes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550261945_926954b3c7_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;15;0;0;0;Pulseiras>>Braceletes;Informações Adicionais do Produto NFE;
16478991189;"BGR-01	";Brincos Grandes em Semijoia - BGR-01;UN;71171900;0;15;0;;Ativo;49;8;"	BGR-01";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550274685_0370f5b471_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991195;"BGR-02	";Brincos Grandes em Semijoia - BGR-02;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-02";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550274755_8df7e1e10b_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991200;"BGR-03	";Brincos Grandes em Semijoia - BGR-03;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-03";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549056352_2b90ba57d9_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991209;"BGR-04	";Brincos Grandes em Semijoia - BGR-04;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-04";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549056442_66e94161a4_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991216;"BGR-05	";Brincos Grandes em Semijoia - BGR-05;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-05";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550115659_a48c861a94_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991220;"BGR-06	";Brincos Grandes em Semijoia - BGR-06;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-06";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550169263_010f642bb5_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991224;"BGR-07	";Brincos Grandes em Semijoia - BGR-07;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-07";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550115879_2e77660578_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991232;"BGR-08	";Brincos Grandes em Semijoia - BGR-08;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-08";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549056852_67f0cb7f22_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991236;"BGR-09	";Brincos Grandes em Semijoia - BGR-09;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-09";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550169548_8d595350b4_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991238;"BGR-10	";Brincos Grandes em Semijoia - BGR-10;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-10";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550275560_2704821ea9_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991243;"BGR-11	";Brincos Grandes em Semijoia - BGR-11;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-11";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549057127_70bdef35af_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991250;"BGR-12	";Brincos Grandes em Semijoia - BGR-12;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-12";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550116319_94542b7457_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991253;"BGR-13	";Brincos Grandes em Semijoia - BGR-13;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-13";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550169923_ae19e6c90c_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991258;"BGR-14	";Brincos Grandes em Semijoia - BGR-14;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-14";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550170008_126269fc49_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991263;"BGR-15	";Brincos Grandes em Semijoia - BGR-15;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-15";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550116609_7f82f0bae2_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991271;"BGR-16	";Brincos Grandes em Semijoia - BGR-16;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-16";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549936856_e4dc67acaa_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991275;"BGR-17	";Brincos Grandes em Semijoia - BGR-17;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-17";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550170298_ddc0dd4dea_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991279;"BGR-18	";Brincos Grandes em Semijoia - BGR-18;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-18";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550276390_a1e0bbd522_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991283;"BGR-19	";Brincos Grandes em Semijoia - BGR-19;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-19";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550170483_6c68d1650c_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991290;"BGR-20	";Brincos Grandes em Semijoia - BGR-20;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-20";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549937281_b39c6e63d1_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991292;"BGR-21	";Brincos Grandes em Semijoia - BGR-21;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-21";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550170758_275c5b752b_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991299;"BGR-22	";Brincos Grandes em Semijoia - BGR-22;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-22";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54549937481_6366337797_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991307;"BGR-23	";Brincos Grandes em Semijoia - BGR-23;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-23";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550276900_c8884de13d_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991312;"BGR-24	";Brincos Grandes em Semijoia - BGR-24;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-24";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550277010_fd4f679a99_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991315;"BGR-25	";Brincos Grandes em Semijoia - BGR-25;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-25";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550117564_30a77ab3fe_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991320;"BGR-26	";Brincos Grandes em Semijoia - BGR-26;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-26";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550277270_aca6eb8d9b_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
16478991327;"BGR-27	";Brincos Grandes em Semijoia - BGR-27;UN;71171900;0;15;0;;Ativo;50;8;"	BGR-27";;;100;10;0,01;0,01;7,892E+12;"	";1;1;1;; Brincos Grandes – Semijoia Folheada a Ouro 24k  ; Brincos Grandes – Semijoia Folheada a Ouro 24k  ;1;Produto;Terceiros;;;Mercadoria para Revenda;Grupo:Brincos|Marca:Jú Folheados;12;;0;Brincos;Jú Folheados;2805800;1;Brincos Grandes – Semijoia Folheada a Ouro 24k;1;https://live.staticflickr.com/65535/54550171373_e436c4401d_c.jpg;;12;NÃO;NOVO;NÃO;;;;Centímetro;8;0;0;0;Brincos>>Brincos Grandes;Informações Adicionais do Produto NFE;
